review,sentiment
Başarılarılarinizin devamını diliyorum ellerinize saglik.,1
Islak hamburgerleri neden normal hamburger gibi gönderme gereği duydunuz anlamadım.,0
Güzeldi tavsiye ediyorum kuriye arakadaş çok saygılı hayırlı işler.,1
Pilav üstü tavuk doner soylemistim et doner... Geldi ayriyetden 1 tane fazladan ekmek soyledim gelmedi... Donerde az pişmişti pilavda cok kurudu yanynda catal kasik hic mendil yoktu elimle yemek zorunda kaldim zaten ilk ve son siparisim tavsiyede etmem cok kötü.,0
Tavuk döner tadı çok kötü.,0
Berbat et döner.,0
Çok hızlı geldi gayet lezzetli idi ikramlar için de ayrıca teşekkür ederim harikasınız.,1
İyi.,1
İskender mükemmel.,1
"Cok kotu. Pilav ustu donerde sadece 3-4 adet kucuk et parcalari koyup tamamen pilav gondermeleri, yaninda ne biber ne domates olmamasi cok ayip. Uzak durun kesinlikle.",0
1saatten geç geldi beğenmedim.,0
Sparişi bırak selam verilmez.,0
Çok hızlı geldi servisi getiren arkadaş çok kibardı teşekkürler.,1
Cok lezetliydi emeginize saglık.,1
Adamlar işinde on numara. Fazla söze gerek yok.,1
Özensiz lezzetsiz.,0
Bir kilo ızgara somon sipariş etmiştim ama onun yerine levrek yolladılar. Hem de bir pizza kutusunun içinde... Aşırı kuruydu.,0
Elinize sağlık çok lezzetliydi.,1
Gayet doyurucu ve lezetliydi elerinize saglık.,1
"Kötü berbat, karides sipariş verdim sote gibi bişey geldi, sipariş vermeyin.",0
Ahtapot salatası süperdi menüye yeni eklenmiş herhalde daha önce rastlamamıştim.,1
Paketleme hiç güzel değildi. Özensiz.,0
"Balığı ayıklamamışlar, ürünler soğuk geldi, gelen paketçi ayrı bitr ipli baştan savma bir iş yeri.",0
"Coca cola zero olarak sipariş verdim normal kola getirdiler, değiştirip hemen getiriyoruz kusura bakmayın diyeli 1 hafta oldu kolayı hala getirmediler 1 hafta oldu bulgur pilavıda kokuyodu.",0
Yemeğim 1 saatte ulaştı elime teslim berbat. Sipariş verdiğim ürünler yok onun yerine kebap yollamışlar. Yemekler buz gibi geldi.,0
Menüdeki bulgur pilavı kokuyodu.,0
Teşekkürler.,0
Lezzetsiz.,0
Gayet lezzetli ve hızlı bir şekilde geliyor herkese tavsiye ederim.,1
Sipariş belirtilen zaman aralığında geldi. Verdiginiz hizmet için teşekkür ederim.,1
İlk defa haşlanmış künefe yedim.,0
Bir daha asla.,0
Beğenmedim.,0
Güzeldi tebrik ederim.,1
"Etli ekmek söyledim. O kadar ağır kuyruk yağı kokuyordu ki tek lokma aldığım gibi çöpe gitmesi bir oldu. Neden bu kadar hayvansal yağın abartıldığını anlamadım. Çok ağır kokuyor, yenmiyor.",0
"Lezzetli, hızına da bi diyecek yok ancak bunu 2. Kez yazıyorum servis berbat! Lahmacunlar, incecik kağıda sarılı ve her seferinde nemden delinip poşete taşıyorlar. Hem soğuyor hem de hijyenik değil buna bir çözüm bulmalısınız.",1
Paketlemede plastik tabak yerine karton pide kutusu kullanılırsa çok daha iyi olabilir onun dışında kavurmalı pide lezzetliydi ve kurye hızlıydı.,1
Menemen diye gönderdikleri şeye ben isim veremedim.,0
"Bu kadar paraya bu kadar börek ne görülmüş ne de duyulmuş, bi daha da almam (45 liraya toplasan yarım kilo börek geldi).",0
1 sokak arkaya 1 saate getirdiniz böreği kesmeyip kalıp halinde koymuşsunuz ve buz gibiydi ben böyle bir börek göndereceğinizi tahmin etmemiştim bir dahada söylemem.,0
Joker istedik sanki bedava getirmişler gibi 2 dilim koymuşlarrr.,0
Börek ortalama bı ezzetteydi fakat hiç dilimlenmemiş neredeyse tek parça halinde geldi.,1
Servis çok iyi değildi.,0
Siparişin yanlış gelmesi mi desem menemeni dağınık ve ekmeksiz getirmesini mi desem siparişin 45 dk da gelmesi mi desem kesinlikle söylemeyin boşuna para verdim yemeğe bir ısırık attım sonra çöpe attım acilen kapatılması gerek.,0
Joker ile alınan ürün olduğundan hep kenar servis etmişler kıymalı ve peynirli börek diye aldım ama sadece hamur yedim.,0
Isıtılmış börek buz gibi geldi. Börek güzel ama servis hız berbat.,0
Yediğim en kötü makarna olabilir. Küçücük parçalara kırılmış aşırı haşlanmış ve tencerenin dibine tutmuşları servis ettiler. Üstelik bir o kadarda pahalı.,0
"Jokerden söyledik diye tüm tepsinin kenarlarını çerini çöpünü tüm kırıntıları basmış, buz gibi yağ içinde bir börek. Bir daha asla bu şubeden sipariş vermem. Mideniz sağlamsa verin tabi.",0
Kesinlikle yanlış secim. Bidaha asla sipariş vermem.,0
Ezme patlamış salata paketine bulaşmış olarak geldi.,0
Beğenmedim çok kuru ve tazsız acı soslu ekmekten farkı yok ayrıca sadece ince kağıda sarılmıs paket bile yapılmamıs tı.,0
Yemekler harikaydı hele kuşbaşılı pide mükemmel çok teşekkür ederim.,1
Daha hızlı gelsin demiyorum çünkü kaza yapmanızı tabi ki istemem ama en azından daha iyi sararsanız daha sıcak gelir 5dakikalık bi mesafe motorla ama buz gibi geldi.,0
Yediğim en kötü çiğköfteydi. Resmen kıtır bulgur yedik.,0
Porsiyonlar çok küçük. Bi kaşık kıymaya 28 tl değmez.,0
2 adet için gereksiz bir fiyat ve lezzet acısından biraz vasat :(.,0
Kıymalı avakadolu çok kötü tavsiye etmem.,0
10 10 10.,1
"Lezzetsiz, eksik siparis.",0
Güzeldi. Kıyması hiç rahatsız etmedi.,1
"Özensiz servis, tüm malzemeler birbirine girmiş, 1 porsiyonda 2 tane küçük taco var. Lezzetsiz.",0
Beğenerek yiyoruz çalışan bütün personel arkadaşları kutlar hayırlı işler dilerim.,1
Sanki mangalda pişmiş değilde fırında pişirilip gönderilmiş gibiydi mangal ızgara tadı yoktu tavuz ızgaranın (güya ızgara) deriler daha çiğ bembeyaz geldi. Daha uzun uzun yazarımda gerek yok kısacası lezzet tat tam bir fiyasko..,0
Pişmeden gönderiyorlar.,0
Hayatımda yediğim en kötü tavuktu çok bayattı sertti kupkuruydu sırf karnımız aç diye yedik.,0
Rezillik.,0
Çok ukala tavırları var adana söylersiniz tavuk şiş gelir ararsanız adana bitti yerine tavuk yolladık derler size sormadan değişiklik yaparlar.,0
Bayat ve kokmuş bulgur pilavı.,0
Bir parça bile yiyemedim.,0
1. 5 saatte gelen sipariş. Lezzet yok. Sizin yüzünüzden parkta yemek zorunda kaldım yemeği bulunduğum yerden 1 saate çikmam gerekirken verdim siparisi sizde 1. 5 saatte getirdiniz. Diyecek birşey yok teşekkürler.,0
Ellerinize sağlık.,1
Gerçekten berbat lokma ile alakası yok.,0
Hamburger hem soğuktu hemde et lezzetsizdi.,0
Böyle bi leş lokma yemedim ya tamamina yakınını çöpe attim.,0
Menemenin tadı hiç iyi değildi menemen demeye bin şahit lazım kusura bakmayın.,0
Malzemesi kaliteli ve ürünleri lezzetli. Yağmurlu havaya rağmen sıcak geldi lokmalar.,1
Çok iyi geldi sıcak ve lezzetliydi tavsiye edebilirim.,1
Sosisli berbat sabaha kadar midem mahvoldu bi daha asla istemem ve tavsiye etmem.,0
Bu düzen değişmeli öyle tavuk olmaz.,0
"Güzel değil, hızlı geldi ama soğuktu.",0
Boyle bir doner gormedim çok kötu yarisi full yağ rezalet ötesi kapatsinlar.,0
Yemek 1. 5 saatte geldi ve buz gibiydi.,0
"Berbat, kendini düşünen söylemez buradan.",0
Çok teşekkür ediyorum ellerinize sağlık kolay gelsin iyi çalışmalar diliyorum.,1
The best.,1
Havadan daha soğuk geldi olmuyorsa yapmayın veya belirtin beklemeyelim boşa.,0
Cok kotu alta kalan doner.,0
Guzel.,1
Maalesef çok başarısız.,0
"Lahmacunları gerçekten lezzetli. Kurye kibar, anlayışlı.",1
Begenmedim bayattı.,0
Hiz orta halliydi ama lezzet konusunda midemi bozdu.,0
"Güzel, başarılı.",1
Çok geç geldiği gibi lezzet yok çünkü pasta bozuk geldi krem şantisi bozulmuş içindeki muz ekşimişti rezillikti çöp oldu.,0
19. 18 de vermiş olduğum siparişim 20. 27de dağıtıma çıktı ve 21. 55te teslim edildi. Sevk edemeyecek durumdaysanız sipariş almayınız.,0
Beğenerek yediğim nadir pastalardandı. Elinize sağlık.,1
Uzun zamandır yediğim en güzeltr ileçe idi. Gerçekten herkezin tatmasını şiddetle öneriyorjm. Elinize sağlık...,1
Gelen pasta fotoğraftaki pasta ile hiç alakası yok.,0
Taze ve güzel ürünler. Elinize sağlık.,1
Bayat ürünler.,0
Ellerinize sağlık. Güzeldi.,1
Çok kötü. Hepsi yağ içindeydi.,0
İcli kofte sakin soylemeyin kanat baharatsiz 100 liraya yakin siparis verdim haytimda yedigim en rezalet yer.,0
Açıklamada yazan domates ve kırmızı lahana gönderiklerinini içinde yoktu. Yolladıkları doyurucuydu ama yazdığım notu dikkate almadıkları için bazıları ne yazık ki çöpe gitti. Lütfen yollamadan yazılanlara dikkat ediniz.,1
Ne çorbası bir şeye benziyordu nede köftesi. Bu kadar kötü yapmayı nasıl becerdin. Motorcu arkadaş çok kabardı.,0
Lezzet çok kötüydü hem köfte hem salata.,0
Tek kelime her seyi ile berbattı.,0
Lezzetliydi ama sunum göze hitap etmiyordu. Yiyecekler tabağa savrulmuş gibiydi.,1
Hiç iyi değil tavsiye etmem.,0
Kebapta kıkırdak gibi birşey geldi.,0
Yemek siparişi verdim 20 dk içinde geldi eksiği gidermeleri 25 dk sürdü lezzetle alakalı yorum yapmicam ama kesinlikle tavsiye etmem.,0
Her zamankinde daha hızlı geldi ve lezetliydi bayada doyurucuydu. Teşekürler dönerci ali efendi.,1
Sipariş eksik geldi bildirdikten sonra da geç ve soğuk geldi. Özensiz paketleme ve çok yağlı bir dönerdi. İlk ve son siparişimiz.,0
"Kalitesi ve lezzeti ali efendiye yakışmadı. 5 kişilik sipariş için iki üç tane kalitesiz peçete gönderildi. Paketleme berbattı. 1 km ötemizde olmasına rağmen çok geç geldi. Geç gelmesini kuryeye bağlamasınlar, sorun kuryede değil işletmede. İlk ve son siparişimdi.",0
Kırmızı etin tadı çok kötüydü görüntüsü beyazdı ilk defa böyle bir et gördüm.,0
Hiç beğenmedim ve çok yavaş geldi.,0
Mükemmeldi ama şimdi yine vermek istedim getirmiyormuşsunuz örnek mah hayal kırıklığı yaşadım.,1
Pilav buz gibi pideler ufacık lavaş kagıt ondan kalın salatayı hiç göndermeseler daha iyi.,0
"1, 5 saatin sonunda buz gibi bir döner yedik. Eğer açıkladığınız bölgelere yetiştiremeyecekseniz servis bölgenizi azaltın.",0
Yanlis siparis gonderildi cok yagliydi.,0
"Sipariş 1 saat sonra geldi, soğuk ve lezzetsizdi.",0
Yeşillik olmasın seçeneğini işaretledim inatla sanki basmışlar soğanı biberi yemeden direk komşuya verdim.,0
Salatayı bu kadar çok göndermeyin dükan faln batar.,1
Yanikti tavuklar.,0
Yemek dökülmüş ve buz gibi.,0
"3 kere aradığım halde, 3 kere yalan konuştunuz. İnsanları mağdur etmeyin.",0
Etli ekmek aşırı yağlı ve yanında avuç içi kadar salata gobderiyosunuzu. Hiçbir yerde böyle kotu yemedik birdaha asla tercihe etmeyecegiz.,0
Siparişim tam gelmedi çorba istemiştim gelmedi servis elemanı herşeyden bihaber gelen pide kupkuru ve soğuktu kesinlikle bir daha sipariş vermem.,0
Bıçak arası muhteşemdi. Bir eksik köz sivribiber konmamıştı.,1
Çok kötüydü.,0
"Siparisim 1 saati aşkın surede teslim edildi. Kofteler buz gbi ve tadsizdi. İcecek unutulmuştu, 15 dk içeceğin gelmesini bekledim. Bir daha sipariş vermeyeceğim.",0
Lahmcun söyledik etlik ekmek gibi cıvık cıvık lahmcun gelgi.,0
İskender geldiğinde devrilmişti sipariş 1 saat 45 dakika da teslim edildi tadı da çok kötüydü normal zincir marketlerden alınmış döner kullanılmış tı.,0
Soğan olmasın diyoruz soğan basıyorlar lezzet sıfır geç geliyor son siparişti.,0
Ellerinize saglık.,1
Kaşarlı söylememe rağmen düz et döner geldi.,0
Aşırı kötüydü. Garip bi baklava çeşidi getirdiler. Burma kadayıf gibi bişeydi. Beğenmedim.,0
Ben sipariş verirken hiç yorumları yok diye çekinerek vermiştim ama çok güzeldi.,1
Billuriye sarma ve havuç dilimi aldım ve hepsi birbirinden vasattı. Şekeri ağır fıstıkları gerçek fıstık değil asla tavsiye etmem.,0
Yürüyerek bile 5 dk sürmeyen yere 45 dakikada servis yapılıyor geri kalan her şey güzeldi.,1
Maalesef soğuk ve çok lezzetsizdi. Hiç bu şekilde olmuyordu.,0
Hiç beğenmedim. Et çok az pişmiş. Biber ve domates hiç pişmemiş. Künefe yanmış ve şerbetsiz taş gibi.,0
Ustamın ellerine sağlık güler yüzlü kurye arkadaşa da teşekkürler. Bu işin ustası da belli.,1
Lavasi guzel degildi. Ve icerisinde et degil etcik vardi.,0
İyi.,1
Önceden de sipariş verdiğim bir restoran olarak bu yapılan ayıp. Fiyatları düşmüş ama onun karşılığında da dürümün içinde de malzeme yoktu kısasa kısas bir durum olmuş çok üzücü gerçekten.,0
Berbat otesi. Lezzet desen yok. Sunum desen sifir gozu kapali pis bir iş yapilmis resmen.,0
Adana durum sattiginiza eminmisiniz.,0
"Yeşillik olmasın dedim sadece ( marul ) hiç birşey koymamistiniz, market kebabindan farki yoktu :(.",0
Mükemmmmmmellllll.,1
Corbalar berbattı 1 saatte geldi buz gibi.,0
Sıcak gelsin diye not düşmeme rağmen yine de soğuk geldi.,0
Daha önce hiç bu kadar kötü bir yemek yemedim. Çok soğuktu. Tavuk resmen nar ekşisine batırılmış gibiydi... Kesinlikle tavsiye etmiyorum...,0
Kotu.,0
"Her siparişimde, tam istediğim gibi gayet hızlı ve lezzetli geldi.",1
Makarnayı da tavuğu da çok beğendim tavuk bir tık bana tuzlu geldi ama soya sosundan olabilir ama ona rağmen aşırı lezzetliydi ellerinize sağlık.,1
1 bucuk saate geldi birde kuryenintr ibine maruz kaldım.,0
Soğuk yavaş kötü.,0
Tadı gayet güzel ama acısız istemiştim acılı geldi ve 11 tane midye istedim 16 tane gelmişti teşekkür ederim genel olarak tadı güzeldi.,1
Herzaman oldugu gibi enfesdi bu havada sicacik geldi kokorecim lakin ben menu secimi yaomisdim ama midyelerimi koymamissiniz :(burdan puan kirmiycam ama luften ne istiyirsak o gelsin.,1
Superdi.,1
Siparişimi çok geç getirdiler.,0
1. 30 saat sonra geldi.,0
"Tam ekmek söyledim tam ekmeğim kesilmiş 3/4 olarak geldi, çok soğuktu ve çok geç geldi, keşke yanına tuz ıslak mendil bişey koysaydınız. Kuryelerinizi de maske kullanımı için uyarın maskesiz geliyorlar.",0
Siparişim yaklaşık 1. 20 dk sonra geldi. Kokoreçin içimdeki yağ donmuştu ve midye dolmaların içinde taşlar mevcuttu kesinlikle midye tedariğini yaptığı yeri değiştirmeli daha önceden böyşe değildi.,0
Söyledikleri dakkada geldi sadece ekmek biraz fazla kizartildigi icin yanik gibiydi ama tadi cok guzeldi.,1
2 saatte gelen yemek buz gibi geldi.,0
Kesinlikle baharat istemediğim halde herşeye bolca baharat döküp göndermişsiniz müşteri notlarına dikkat etmeniz gerekiyor şırdan içi tamamda dışı kayış gibiydi garipti.,0
Berbart kokoreç demeye bin şahit lazım hem yanmış olarak geldi hemde yep yağ koymuşlar yazıklar olsun midemiz alt üst oldu sayelerinde.,0
"Siparisi 1, 5 saat sonra getirdiler, kurye aradiginda getirme kardesim o buz gibi olmustur dedim, abla 5 dk once ciktim dedi. Kapida kontrol etmeyecegimizi mi dusundun acaba? Geri gonderdik tabiki...",0
Sirdanin içi çok lezzetsizdi.. Pirinç lapası gibiydi...,0
"Hizmeti, kalitesi ve güleryüzlü çalışanları ile taktire şayan. Teşşekür ediyorum.",1
Sultanbeyliye böyle güzel bi lezzet getirdiniz :) çok güzeldi herşey ellerinize sağlıl.,1
Sultanbeyliye yakışmayan bir işletme. Midyesi bozuk. ! Verdiğim sipariş zaten yanlış geldi. Birdaha asla sipariş vermem. Normalde yorumda yapmam ama gerçekten çok kötüydü..,0
Kesinlikle tavsiye etmiyorum fotoğraflarda hersey ortada zaten...,0
Arkadaş kokoreç mi yedim et tantuni mi yedim belli değil!,0
Siparislerimizi cok aci atip hazirlamissiniz. Biz bol acili dememistik. Midye dolmalar. Cok ama cok azaltilip doldurulmus. Neredeyse 1/3 e koymussunuz. Kdv fisini getirmiyorsunuz. Istememiz gerekiyormus. Bu yanlis bir tutum.,0
Servis çok uzun sürdü akettiğiniz puan bu ayrıca 1. 5 litre için teşekkür.,0
"Kokoreç kötü, midyeden 1 tane yedim çıkarıp çöpe attım.",0
Başarılı.,1
"Çok hızlı geldi. Kokoreç bol ve çok lezzetli, midye dolma da on numara. İlave midyeler için ayrıca teşekkür ederim :).",1
Soğuk ve geç geldi aşırı acıydı.,0
Yazık günah.,0
Berbat buz gibi miğdem almadı.,0
Gerçekten kelimeler kifayetsiz kaliyor. O kadar berbattı ki yiyemedik bile dondurulmuş gıdayı ısıtıp yollamişlar resmen ısıtmak dediğim de yakmak yani almayin aldirtmayin.,0
Buzzz.,0
Aşırı geç getiriyolar. Zaten gelene kadar buz gibi olduğu için lezzeti de kalmıyor. Her defeasında aynı şey. Daha da vermem sipariş falan.,0
Buz gibi börek yolluyorlar.,0
Börwk soğuk donmuş tatlı rezalet sakın sipariş etmeyin.,0
Ben begenmedım gereksız pahalı porsıyonları az tekrar sıparıs vermeyı dusunmuyprum.,0
Güzel.,1
Güzel.,1
Elinize sağlık.,1
Berbat. Verilen siparişle istenen sipariş arasında daglar kadar fark var insanlar kandırmayın. Boyle esnaflik olmaz ben 2adet 3 ceyrek ekmak arası. İstedim 1 adet durum istedim siz bana 2 tam ekmek tavuk doner 1 adet 3 ceyrek tavukdoner yolladınız. Ayıptır ya. Gelen üründe buz gibi.,0
Rokalı hardallı patates salatasında roka ve hardal yoktu. Yaban mersinli kısırda eser miktarda yaban mersini olduğundan iki kişi yerken bana hiç yaban mersini denk gelmedi. Kesinlikle uzak durun.,0
"Lezzetlerine zaten diyecek yok ama notun her detayıyla ilgilendiler, farklı adrese ve kişiye göndermeme rağmen mahçup etmediler. Teşekkürler ançuez!",1
"Exclusive bir mezeydi, midye dolmada tazecik.",1
"Mezeler basarili, porsiyon olarakta gayet yerinde. Farkli opsiyonlar var umarim cesitler daha da artar. Ellerinize saglik :).",1
Vsg.,1
"Soğuk geldi, aşırı yağlıydı.",0
Kötü demek için de bir meziyetinin olması lazım. Birazcık olsun kendinize saygınız var ise buradan istemezsiniz.,0
"Maalesef, lezzet olarak berbattı gerçekten sonuç itibariyle o kadar emek var ona bir şey demiyorum. Fakat gönderdiğiniz yiyeceği daha özenerek ve temiz bir şekilde yapın aynı durumda siz de olabilirdiniz.",0
Aldığımızda ayranlar patlamıştı. Ayrıca kuru ekmek yedik gibi oldu ve içimiz bulandı biraz yedikten sonra. Çünkü çok kötüydü gözden geçirmenizi öneririm.,0
Tavuk döner full yağ ve deri.,0
Ölçtüm 57 cm çıktı 70 cm degil ama güzel elinize sağlık.,1
1 bile vermeye layık değil hem geç geliyor 1. 30 saat sonra geldi artı ekmek yiyorum resmen içinde tavuk bulamadım artı soğuk ve kuru geldi 0.,0
Simit tostu ilk kez yedim yine şaşırtmadı lezzetli ve doyurucuydu çok beğendim... Ellere sağlık tostlar sağolsun :).,1
Simit tost aşırı iyi!,1
Yorumlara bakıp beklentimi yüksek tuttum fakat yediğim en kötü tosttu. İlk ve son siparişim!,0
"Öncelikle tost gerçekten çok doyurucu ve güzeldi. Çalışan abiler yaptılar yapacaklarını... Hediye desen yanında göndermişler :) ellerinize sağlık, çok teşekkürler.",1
"Tostları çok iyi özellikle bazlama çok doyurucu ve lezzetli, bayılıyoruz yeni favorimiz oldu. Ellerinize sağlık.",1
Uzun zamandır yemediğim efsane süper bir lezzetti ellerinize sağlık harikaydı.,1
Son zamanlarda yediğim en iyi tost olabilir:).,1
Tost gibi tost. Acıktıktan 5 dakika sonra geldi. Elinize sağlık.,1
Çok lezzetli ve doyurucu fiyat performans acısından çok iyi umarım böyle devam eder.,1
Tost aşırı vasattı. Sucuk bildiğimiz ucuz market sucuğuydu. Yorumlarda kayseri sucuğu olduğu yazıyordu. Soğumuş bir tost geldi. Tam bir hayal kırıklığı..,0
Rokalı hardallı patates salatasında roka ve hardal yoktu. Yaban mersinli kısırda eser miktarda yaban mersini olduğundan iki kişi yerken bana hiç yaban mersini denk gelmedi. Kesinlikle uzak durun.,0
Buz gibi.,0
"İçecek unutulmuştu. Kuryeye söylediğimde bir sonraki siparişte getireceğini söyledi. Ama maalesef tekrar sipariş veremeyeceğim. Çünkü özensizdi. Lezzetli değildi. Ayrıca dürümün içinde turşu istemedim, koymuşsunuz.",0
3 dürümün 1. 30 saatte geldiğini ve telefondaki kişinin arayıp durumu bilrdiirdiğimizde bize siparişinizi iptal ediyorum diyerek cevap vermesi dışında fena değildi neyse ki kurye kapı önündeydi yoksa boşa 1. 30 saat bekleyecektik.,1
Keşke 0 olsa zurna patates çiler sizi haram olsun yapıosanız düzgün yapın işinizi asla yemeyin arkadaşlar zurna sipariş verip içinde bişi istemeyin anlarsınız.,0
Çok iyi son zamanlarda yediğim en iyi döner.,1
0 olsa 0 verirdim.,0
1 saat 20 dk sonra sipariş buzgibi gelmiş. Soslar donmuş. Bu restorandan daha önce hem buradan hem bireysel olarak sipariş vermeme ragmen ne hikmetse kurye şirketi bulamamış. Yanlış teslimat yapmış falan. Bir daha sipariş verirken 2 kez düşüneceğim.,0
Kurye abii güler yüzlü elinden geleni yapıyor.,1
Maalesef çok yavaştı.,1
75 dakika gibi kısa bir sürede teslim edilen dönerler için teşekkür ederim.,0
2. 5 saate tavuk döner hey masallah.,0
Her zaman ki gibii.,1
Ellerinize saglık.,1
Güzeldi ama yavaştı.,1
Sipariş 2 saatte nasıl gelir sayeniz de öğrendik.,0
Hızlı geldi lezzet te iyiydi ve en onemlisi sıcak titebrikler.,1
Berbat.,0
Güzeldi.,1
Pilav bildiğiniz pembe renkte böyle pilav ömrümde görmedim kesinlikle begenmedik.,0
"Malzemesi boldu, kurye çok nazikti.",1
Her zaman ki gibi mükemmel lezzet. Hızlı servis.,1
Hayatım boyunca böyle bir lahmacun yemedim hem hamur hem o kadar kalındıki acaba pidemi söyledim diye uygulamayı tekrar kontrol ettim ayrıca insan bi servis çatalı ne bilim bi ıslak mendil koyar en azından bir tuz koyar kusura bakmayın yiyemedim kimseyede tavsiye edemeyeceğim.,0
Çok soğuk ve malzeme az.,0
"Onermiyorum, az malzemeli ve lezzetsizdi.",0
"Hiçbir işletmenin müşterilerine çıkışma, kaba davranma hakkı yok! Sistemde telefon numaramın gözükmediğini bilmiyordum, diyorum. Kapıya gelen arkadaş ikna olmuyor. Konuyu uzatmayalım diyorum, arkamdan laf etmeye devam ediyor. Ayıp!",0
Siparis gec geliyor. Lezzet orta.,1
Ellerinize saglık.,1
Sipariş vermemizin üstünden 1 saat geçtikten sonra lahmacunlar geldi. Üstelik cok da lezzetli değildi. Hatta mecburiyetten yedik. Sipariş verirken 1-1. 5 saat sonra yiyeceğinizi düşünerek sipariş verin. Bir daha asla sipariş vermem.,0
Çookk geç geldi.,0
Domates kapatma falan var sanırım pide değildi yediğim. Adına kır pidesi derse tamam bi nevi derim sebzeli eklentili derim ama inanılmaz berbattı.,0
10 10 10.,1
Hem uygun hem lezzetli servistende çok memnun kaldım teşekkürler kırmızı büfe.,1
Uygun ve lezzetliydi hızlı geldi.,1
Fena değildi.,1
Sosislisi pişmemişti patatesler de soğuktu.,0
Güzel.,1
Çok hızlı ve çok lezzetli.,1
Çok kötüydü.,0
Siz bu işin hakkını fazlasıyla veriyorsunuz. Hep kanat yada dürüm söyledik. Şimdi karışık kebabı denicem.,1
Mükemmellll..,1
Beğenmedim yeşilliler sapsarıydı ette var mi yok mu çözemedim.,0
Kurye arkadaşa kibarlığından dolayı teşekkürler ve yemek lezzetliydi :).,1
"Kurye abı çok zarif ve kibardi, ama restaurant sahibi heralde 10 tane siparişi yani anda çıkarıyor, yolda denildikten 45 dk sonra geldi ürün :).",0
Notunda sıcak gelmesini rica etdim. 1 saat geçti aradım. Yemek hazır yola çıkıyor dedi. Yarım saat sonra aradım yolda dedi. Berbat ötesi. Gönderilen servis bu şekilde. Tekrar aradım yemek buz gibi geldi diyorum cevap ilginç: bidahakine telafi ederiz? Bidahaki de soğuk mu gelecekti? Rezillik.,0
Güzel.,1
Hızlı ve lezzetliydi.,1
3 saat sonra gelen sipariş ne diyebilirim ki.,0
"Keşke sabah namazından sonra sipariş verseydim zamanında gelirdi ve öğlen yemeğimi ikindide yemezdim, hayırlısı artık...",0
Kotu.,0
"Joker indirimine zerre lafim yok. Adamlar ne istiyorsaniz onu gonderiyor fakat asiri lezzetsiz urunleri. Kanat soylemistim, yakmislardi kanatlari :(.",0
Siparişimin biri yanlış geldi ama tadları mükemmeldi gerçekten.,1
Rezalet.,0
Ayran getirmediler ama parasını aldılar.,0
Dürüm güzeldi sadece eti bir tık pişirilirse daha iyi olurmuş böyle bile iyiydi baya.,1
Guzel.,1
"Sipariş geciktiği için iki kere müşteri hizmetleriyle görüşüp arattım. Ha şimdi geliyor ha geldi ha gelecek derken 1 saati geçti geldi kurye. Geri göndermeyi düşünüyordum ki bir yalanla daha kandırıp bana yeniledik diyerek soğuk yemekleri çaktı, bahşişini de aldı gitti! Yemek yemeden işe gidiyorum..",0
1 saati geçtikten sonra geldi gelen yemek soğuktu ama sıcak olsaydı lezzeti konusunda birşey diyemicem.,0
"Üç tane cam şişe cola istedim, hepsini teneke göndermişler, çok vasıfsız insanlardan kurulu bir işletme. İstediğim sosisli patsoda kırmızı biber yeşil biber ve salatalık vardı, hayatımda ilk defa bu kadar kötü bir patso yedim. Kesinlikle tavsiye etmem servis de rezalet yemekler de. Çok aciz.",0
Sıcak değildi.,0
Keşke tavukları pişirseydiniz.,0
Hamburgerleri onermiyorum cok islak ve daginik geldi.,0
Rezalet insanı pişman ediyorlar başka bişey değil.,0
Çorba tuzsuz ve tombik dönerin içi bomboş kuru ekmek yedim.,0
"Soğuk geldi, 1 saatte ulaşabildi, tavuk döner tabaktan poşete dökülmüştü, böyle bir servis görmedim.",0
Hayatımda yediğim en kötü döner kesinlikle almayın kim bilir ne eti koyuyolarrr!,0
İçine tavuk koymayı unutmuşlar biraz artırın güzel olur.,0
1 saat sonra geldi yemek soğumuştu.,0
Durum azdı küçüktü yani.,0
Çok geç ve soğuk geldi.,0
"Parama üzülmedim, malzemeye yazık.",0
Hangi sosu koyuyorsanız koymayın ve domatesleri lütfen doğrayın.,0
Dönerler cok soslu lezzetsiz özellikle et döner.,0
Berbattı buz gibi ve çok geç geldi. İndirimli günde söylemeyin.,0
Çalışanları çok kaba insanlar.,0
Künefe sipariş etmiştim. Hayatımda yediğim en kötü künefe kesinlikle budur. Hızı normaldi. Servis iyi değildi. Künefenin lezzeti yoktu saman yiyomuş hissine kapılıyorsunuz.,0
Lahmacunu resmen kalın lavaşa yapıp gondermisler lahmacundan sogudum birde fiş istedik vermediler sanki fişi vermek bir lutufmuş gibi.,0
Rezalet.,0
İyi.,1
Saglınızı düşünüyorsanız asla ve asla sipriş vermeyiniz size en kötü eti en bayat yemekleri servis ediyorlar kesinlikle paranız çöpe gider ve aç kalırsınız insan saglıgına bire bir zararlı yiyecekler içeren bir restorant.,0
Sadece 100 metre mesafe uzaklıkta fakat etli etmek buz gibiydi.,0
Çok iyi.,1
Çok iyi.,1
Çok güzel.,1
Gerçekten güzel değildi.,0
Cigkofte yesllikk limon yok bari peçete yollar insan.,0
